                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2728,                 1.2356,                 1.2468,                0.94101,                0.89681,                0.94238,                0.57949,                 1.3592,                 0.7279,                 1.2944,             0.00066616,             0.00066616,             0.00066616
